,address,name,online_order,book_table,rating,votes,location,cuisines,cost_per_person,type_of_restaurant
50417,"3rd Floor, Food Court, Brookefield Mall, Brookefield, Bangalore",Andhra Ruchulu,Yes,No,3.5,108,Brookefield,"Andhra, North Indian, Chinese, Biryani",250.0,Delivery
50418,"Number 3, Puttappa Complex, Opposite to HP Petrol Pump Whitefield Main Road, Mahadevapura",Hotel Triloka,Yes,No,3.3,7,Whitefield,North Indian,200.0,Delivery
50419,"First Floor, Building 836, Rajpalya, Mahadevpura, Near Bharat Petrol Pump, Maruthi Nagar, Basavanna Nagar, Krishnarajapura, Whitefield, Bangalore",INDULGE by InnerChef,Yes,No,3.6,32,Whitefield,"Desserts, Bakery",200.0,Delivery
50420,"38/B3, 4th Cross Road,3rd Floor,Above Facebake Bakery, vaikuntam Layout, Lakshminarayanapura, AECS Layout, Marathahalli, Bangalore",Desi Chai,Yes,No,0.0,0,Marathahalli,"Tea, Fast Food",150.0,Delivery
50421,"Unit 4A - 4B, Upper Ground Floor, VR Bengaluru Mall, Whitefield, Bangalore",The Beer Cafe,Yes,Yes,4.1,673,Whitefield,"Finger Food, North Indian, Chinese, Italian",700.0,Delivery
50422,"3rd Floor, Ascendas Mall, Whitefield, Bangalore",Petoo,Yes,No,4.0,143,Whitefield,"North Indian, Fast Food, Street Food",400.0,Delivery
50423,"Phoenix Marketcity, Bengaluru East, Unit SFC-08, 2nd Floor, Foodcourt, Mahadevpura, Near Krishnajapuram Flyover, Whitefield, Bangalore",ASIA SEVEN,Yes,No,3.3,4,Whitefield,Chinese,150.0,Delivery
50424,"836, 1st Floor, Rajpalya, Mahadevpura, Near Bharat Petrol Pump, Maruthi Nagar, Basavanna Nagar, Krishnarajapura, Whitefield, Bangalore",Happy Eats,Yes,No,0.0,0,Whitefield,"North Indian, Continental",150.0,Delivery
50425,"PWD Road, BK Abbaiah Layout, Akash Nagar, B Narayanapura, Mahadevpura, Whitefield, Bangalore",Curries and Pickles,Yes,No,0.0,0,Whitefield,"Andhra, North Indian, Biryani",125.0,Delivery
50427,"199, Kuralagam Panchayat Road, Prashanth Layout, Whitefield, Bangalore",Windy- Taste Of Home,Yes,Yes,3.6,112,Whitefield,North Indian,150.0,Delivery
50428,"Prestige Shantiniketan, Crescent-4, Thigalarapalya, Hoodi, Whitefield, Bangalore",China On My Plate,Yes,No,0.0,0,Whitefield,Chinese,400.0,Delivery
50429,"G2-32, Inorbit Mall, EPIP Area",The Chocolate Heaven,Yes,No,3.1,186,Whitefield,"Desserts, Cafe",300.0,Delivery
50430,"Pattandur Agrahara Rd, KIADB Export Promotion Industrial Area, Whitefield, Bangalore",Melting Melodies,Yes,No,0.0,0,Whitefield,"Bakery, Desserts",300.0,Delivery
50431,"107/P2, 1st Floor, Arun Compound, Opposite HCL, ITPL Main Road, Whitefield, Bangalore",Anushka Restaurant,Yes,No,3.4,7,Whitefield,"North Indian, Chinese",300.0,Delivery
50432,"S-10, Level 2, Phoenix Market City, Whitefield, Bangalore",Harry's Bar + Cafe,Yes,Yes,4.1,1218,Whitefield,"Asian, American, Mexican",600.0,Delivery
50433,"211, AKG Colony, 1st Main Cross, Opp MVJ College, Kadugodi, Whitefield, Bangalore",New Royal Treat,Yes,No,0.0,0,Whitefield,"North Indian, Chinese",175.0,Delivery
50435,"13/14 Parshanthi Nilaya Chanasandra, Whitefield, Bangalore",Angaar Biriyani,Yes,No,3.7,92,Whitefield,"Biryani, Chinese, Fast Food",200.0,Delivery
50437,"2nd Floor, Phoenix Market City Mall, Whitefield, Bangalore",Purani Dehli,Yes,No,2.6,60,Whitefield,"North Indian, Street Food",300.0,Delivery
50438,"Opposite Brookefield Mall, Brookefield, Bangalore",Radha Rani,Yes,No,3.4,252,Brookefield,"Bengali, North Indian, Chinese",200.0,Delivery
50440,"Prestige Shantiniketan, B Towers, Food Court, Whitefield, Bangalore",Sbarro,No,No,3.3,82,Whitefield,Pizza,250.0,Delivery
50441,"1, Green Avenue, Opposite Kundalahalli Colony, ITPL Main Road, Brookefield, Bangalore",Sherlock's Pub,Yes,Yes,3.3,273,Brookefield,"Continental, North Indian, Chinese",750.0,Delivery
50442,"VR Mall, Ground Floor, Mahadevapura, Whitefield, Bangalore",Foodhall,Yes,No,3.8,28,Whitefield,"Fast Food, Salad, Desserts",350.0,Delivery
50443,"Thubarahalli, Whitefield, Bangalore",Treatley,Yes,No,3.1,425,Whitefield,"North Indian, Fast Food",250.0,Delivery
50445,"85, Ramdev Arcade, Hoskote Main Road, Kadugadi, Whitefield, Bangalore",Just Bake,Yes,No,3.5,11,Whitefield,Bakery,200.0,Delivery
50446,"563, AECS Layout, B Block, Kundalahalli, Brookefield, Bangalore",The Chai Stop,Yes,No,0.0,0,Brookefield,"Fast Food, Tea",100.0,Delivery
50447,"47, Bangalore Agarwal Bhavan, Pattandur Agrahara Road, Infront Of Ellumundyamma Temple, Near ITPL back gate, Whitefield, Bangalore",Bangalore Agarwal Bhavan,Yes,No,3.3,6,Whitefield,"Mithai, Street Food",250.0,Delivery
50449,"105, 1st Floor, Brigade Arcade, ITPL Main Road, Garudacharpalya, Mahadevapura, Whitefield, Bangalore",Mithai Time,Yes,No,3.0,56,Whitefield,"Mithai, North Indian, Street Food",100.0,Delivery
50450,"Upper Ground Floor, Phoenix Market City, Whitefield, Bangalore",Haagen Dazs,Yes,No,3.9,145,Whitefield,"Desserts, Ice Cream",400.0,Delivery
50451,"Shop 92, RHB Colony Mahadevpura, Whitefield Main Road, Whitefield, Bangalore",Lemon Krust,Yes,No,4.0,39,Whitefield,"Bakery, Fast Food",75.0,Delivery
50454,"Food Court, 3rd Floor, Forum Neighbourhood Mall, Whitefield, Bangalore",Tandooriwala,Yes,No,2.7,24,Whitefield,"North Indian, Mughlai, Biryani",350.0,Delivery
50455,"Third Floor, Ascendas Park Square, ITPL Main Road, Whitefield, Bangalore",Amoeba Sports Bar,Yes,Yes,3.9,578,Whitefield,"Continental, Chinese",500.0,Delivery
50456,"601, 60 Feet Main Raod, AECS Layout, Kundalahalli, Brookefield, Bangalore",Amaravati Authentic Andhra Restaurant,No,No,3.1,149,Brookefield,"Andhra, Chinese, North Indian, Biryani",300.0,Delivery
50457,"P1, KSSIDC Industrial Estate, Next To Phoenix Market City, Whitefield Road, Bangalore, Whitefield, Bangalore",Kabab Mandra,No,No,2.7,165,Whitefield,"North Indian, Chinese",150.0,Delivery
50458,"G7, Brigade Metropolis, Garudacharpalya, Mahadevapura, Whitefield, Bangalore",Chinese Street,Yes,No,3.1,134,Whitefield,Chinese,325.0,Delivery
50459,"270, Channasandra Main Road, Near Hope Form Signal, Beside Spirits Of Suruloka Bar, Whitefield, Bangalore",Curries And Pickles,Yes,No,0.0,0,Whitefield,"Andhra, North Indian, Biryani",125.0,Delivery
50460,"7, KIADB Export Promotion Industrial Area, Whitefield, Bengaluru",Dilli Dil Se,Yes,No,3.6,20,Whitefield,North Indian,200.0,Delivery
50461,"CC-1B, Concourse, ITPL, Whitefield, Bangalore",Drunken Monkey,Yes,No,3.3,8,Whitefield,"Beverages, Fast Food",250.0,Delivery
50462,"Level 1 , Inorbit Mall, Whitefield, Bangalore",Organo Fresh,No,No,0.0,0,Whitefield,Juices,75.0,Delivery
50464,"Opposite Sandeep Vihar, Whitefield - Hoskote Road, Kannamangala, Whitefield, Bangalore",Dilli Galli,Yes,No,3.6,43,Whitefield,North Indian,100.0,Delivery
50465,"Prestige Shantiniketan,gate no 2,inside food court, Whitefield, Bangalore",Inhouse Burger,No,No,3.3,12,Whitefield,"Burger, Salad, Continental",200.0,Delivery
50466,"RHB Colony, Mahadevapura, Opposite Phoenix Market City, Whitefield, Bangalore",The Punjabi Park,Yes,No,3.5,31,Whitefield,North Indian,250.0,Delivery
50467,"84, Block A, Green field Hub, Seegehalli Village, Bidarahalli Hobli, Whitefield, Bangalore",Brilram's Balaji Bhavan,No,No,3.9,141,Whitefield,"South Indian, North Indian, Chinese",350.0,Delivery
50468,"Behind Indian Oil Petrol Pump, SAP Labs, Graphite India Junction, Whitefield, Bangalore",Kerala Restaurant,No,No,3.4,67,Whitefield,"Kerala, Biryani",225.0,Delivery
50469,"G8, The Arcade, Brigade Metropolis, Whitefield Road, Mahadevpura, Whitefield, Bangalore",Vegtaurant,Yes,No,3.7,88,Whitefield,"North Indian, Chinese",150.0,Delivery
50470,"AECS Layout, C-Block, Opposite MK Retail, Kundanhalli, Brookefield, Bangalore",Crunchie Corner,Yes,No,4.0,46,Brookefield,"Fast Food, Continental, Desserts",225.0,Delivery
50471,"9, 9th Cross Singanayyana Palya, Mahadevpura, Near Phoenix Mall, Whitefield, Bangalore",The Chefs Specials,Yes,No,0.0,0,Whitefield,"North Indian, Chinese, Mughlai",200.0,Delivery
50472,"Food Court, Inorbit Mall, EPIP Industrial Area, Near Vyedehi Hospital, Whitefield, Bangalore",Auntie Fung's,Yes,No,3.8,20,Whitefield,"Chinese, Vietnamese, Desserts",350.0,Delivery
50474,"8/10, 1st Cross Road, Patel Narayanswamy Layout, Siddapura, Whitefield, Bengaluru, Karnataka 560066",The North and South Restaurant,Yes,No,3.2,21,Whitefield,"North Indian, Chinese, South Indian",200.0,Delivery
50475,"The Twin Oaks, No 1/5, Nallurahalli Circle, Whitefield, Bangalore",Marigold Fine Dine Restaurant,No,Yes,4.0,292,Whitefield,"Continental, Asian",750.0,Delivery
50476,"401, ECC Road, Whitefield, Bengaluru",Mom's Kitchen,No,No,0.0,0,Whitefield,"North Indian, Chinese, South Indian",125.0,Delivery
50477,"5, Hunger Hub Concourse Building, ITPB Main Road, ITPL Whitefield, Bengaluru",Shyam's Lunch Box,Yes,No,3.2,9,Whitefield,"Biryani, South Indian, Chinese, North Indian",150.0,Delivery
50478,"Vijayawada Heights, Villa A 012, Opposite Thubarahalli Bus Stop, Thubarahalli, Whitefield",The Hyderabad Chefs,Yes,No,2.8,63,Whitefield,"North Indian, Hyderabadi, Andhra, Chinese",300.0,Delivery
50479,"21, Trifecta Adatto, ITPB Main Road, Garudachar Palya, Mahadevapura, Whitefield, Bangalore",BelgYum,Yes,No,0.0,0,Whitefield,Desserts,200.0,Delivery
50481,"142, Pattandur Agrahara, Whitefield, Bangalore",Treat Restaurant,Yes,No,2.8,32,Whitefield,"South Indian, North Indian, Chinese, Kerala",200.0,Delivery
50482,"535/5, B Block, Aces Layout, Kundalahalli, Brookefield, Bangalore",Aashish Foods,Yes,No,2.7,35,Brookefield,North Indian,75.0,Delivery
50483,"9, Narayanaswamy Building, Opposite Royalmart Supermart, Ambedkar Nagar, Whitefield, Bangalore",Krutunga Restaurant,Yes,No,3.0,52,Whitefield,"Andhra, Chinese, North Indian, Biryani, Beverages",200.0,Delivery
50484,"Devasandra Main Road, Ayyappa Nagar, KR Puram, Bangalore",Lulu's Bakery & Fast Food,Yes,No,3.6,84,KR Puram,"North Indian, Chinese, Street Food",150.0,Delivery
50485,"FB06, 2nd Floor, VR Bengaluru, Mahadevapura, Whitefield, Bangalore",Smoke - The Sizzler House,No,No,3.6,171,Whitefield,"Continental, North Indian, Chinese, BBQ",400.0,Delivery
50486,"Poornima Complex, Besides South India Mall, Whitefield Main Road, Whitefield Bangalore",Master Brothers,Yes,No,3.4,8,Whitefield,"Desserts, Bakery",225.0,Delivery
50487,"2nd Floor, Santosh Tower, 3rd Road, EPIP, Whitefield, Bangalore",Suryawanshi,Yes,No,4.2,938,Whitefield,"Maharashtrian, Seafood",350.0,Delivery
50488,"13/72, 1st Floor, Nallurhalli Road, Siddhapura, Whitefield, Bangalore",Pindi Bangalore,Yes,No,0.0,0,Whitefield,"North Indian, Chinese, Biryani, Street Food",450.0,Delivery
50489,"Near Hoodi Circle, Opposite Meghna Nursing Home, Whitefield, Bangalore",Basmati Restaurant,Yes,No,3.4,23,Whitefield,"North Indian, South Indian, Chinese, Biryani",175.0,Delivery
50490,"Opposite Elysium Apartment, Junior College Road, Belthur Colony, Kadugodi, Whitefield, Bangalore",Bakery 24x7,Yes,No,0.0,0,Whitefield,Desserts,250.0,Delivery
50491,"61, Seetharampalya - Hoodi Road, Whitefield, Bangalore",Oregano Soul Food,Yes,No,4.1,142,Whitefield,Cafe,350.0,Delivery
50492,"Ground Floor, Phoenix Market City Mall, Mahadevpura, Whitefield, Bangalore",The Coffee Bean & Tea Leaf,Yes,No,3.0,38,Whitefield,"Cafe, Coffee",350.0,Delivery
50493,"2, 1st Floor, Apple City Complex, Segehalli, Whitefield, Bangalore",The Kim Chi Chef,Yes,No,4.0,210,Whitefield,"Chinese, Thai, Momos",450.0,Delivery
50495,"6, Near A1 Fresh SuperMarket, Kadugodi, Whitefield, Bangalore",Taishty,Yes,No,3.7,66,Whitefield,North Indian,100.0,Delivery
50496,"G15, The Arcade, Brigade Metropolis, Garudachar Palya, Mahadevapura, Whitefield, Bangalore",Mist n Creams,Yes,No,3.6,19,Whitefield,Ice Cream,200.0,Delivery
50497,"Opposite HDFC Bank, Apple City, SH 35, Seegehalli, Whitefield, Bangalore",Biting Junction,Yes,No,3.9,119,Whitefield,"Chinese, North Indian, Rajasthani, Gujarati, Fast Food, Afghan",175.0,Delivery
50498,"Second Floor, Phoenix Market City, Mahadevapura, Whitefield Main Road, Bengaluru, Whitefield, Bangalore",Rajdhani Thali Restaurant,Yes,Yes,3.9,902,Whitefield,"Rajasthani, Gujarati, North Indian",450.0,Delivery
50500,"Royal Orchid Suites, Vaswani Pinnacle, 11/3A, Whitefield, Bangalore",Burgundy - Royal Orchid Suites,No,Yes,3.9,104,Whitefield,North Indian,600.0,Delivery
50501,"31/8, 2nd Phase, Hoodi Road, Opposite HDFC ATM, Doddanakundi, Whitefield, Bangalore",Biryani Paradise,Yes,No,3.8,136,Whitefield,"Andhra, Biryani",350.0,Delivery
50502,"Rajappa Bulding, Near Jhana Samskruthi Public School, Chanasandra Main Road, Nagondanahalli, Whitefield, Bangalore",The Taste Players,Yes,No,3.7,51,Whitefield,"North Indian, Chinese, Mughlai, Biryani",250.0,Delivery
50503,"92, Ground Floor, Muninanjappa Gardens, Kodigehalli Main Road, KR Puram, Bangalore",Prathika Annapurna Grand,Yes,No,3.5,13,KR Puram,"South Indian, North Indian, Chinese",250.0,Delivery
50504,"571, AECS Layout Main Road, Kundanahalli, Brookefield, Bangalore",Freshkhilao,Yes,No,3.3,379,Brookefield,"Chinese, North Indian, Biryani, Juices",375.0,Delivery
50505,"Muniswamy Shetty layout road, Near Hoodi Circle, Whitefield, Bangalore",Hoodi Baba A Str-eat Caff,Yes,No,3.7,38,Whitefield,"North Indian, Street Food",150.0,Delivery
50506,"107,Pattandur Agrahara,Near ITPL Gate, Whitefield, Bangalore",Andhra Biryanis,Yes,No,4.0,112,Whitefield,"Andhra, Biryani, North Indian",350.0,Delivery
50507,"46, Ramagondanahalli, Varthur Main Road, Whitefield, Bangalore",Hyderabad Biryaani House,Yes,No,3.6,378,Whitefield,"Biryani, North Indian, Chinese",350.0,Delivery
50508,"107, Praveen Transport Complex, Near ITPL Gate 3, Pattandur, Agrahara, Whitefield, Bangalore",Dilli Darbar,Yes,No,3.4,374,Whitefield,"North Indian, Chinese, Biryani",250.0,Delivery
50509,"Praveen Transport Complex, Near ITPL Gate 3, Pattandur, Agrahara, Whitefield",Chinese Chaska,Yes,No,3.1,127,Whitefield,"Chinese, North Indian, Biryani",275.0,Delivery
50510,"Opposite D Mart, Siddhapura, Whitefield, Bangalore",Apsara Ice Cream,No,No,4.0,92,Whitefield,"Ice Cream, Desserts",100.0,Delivery
50511,"8/1, Siddhapura, Varthur Main Road, Whitefield, Bangalore",Bhagini IRIS,No,No,3.7,115,Whitefield,"North Indian, Chinese",300.0,Delivery
50512,"G-16, Brigade Metropolis, Whitefield, Bangalore",Dragon Box,Yes,No,3.0,12,Whitefield,"Chinese, Momos",225.0,Delivery
50513,"62, Forum Neighbourhood Mall, Whitefield, Bangalore",Oakleaf,Yes,No,3.9,41,Whitefield,"Asian, Continental, North Indian, Italian",1000.0,Delivery
50514,"1st Floor, Inorbit Mall, EPIP Zone, Whitefield, Bangalore",Indian Tadka,Yes,No,3.7,215,Whitefield,North Indian,350.0,Delivery
50515,"82/7, GN Plaza, Opposite Sterling Villa Grand, Sigehalli, Kadugodi, Whitefield, Bangalore",Biriyani Zone,Yes,No,3.9,393,Whitefield,"Biryani, North Indian, Chinese, Seafood",400.0,Delivery
50516,"No 526, Siddapura, Survey 68, Nallurahalli Road, Ramagondanahalli, Whitefield, Bangalore",Office Lunch Box,Yes,No,3.6,114,Whitefield,"Andhra, North Indian",100.0,Delivery
50517,"9/9/1, Kundanahalli Gate, Whitefield, Bangalore",Delhi Walle,No,No,3.7,118,Whitefield,"North Indian, Street Food",150.0,Delivery
50518,"Prestige Shantinikethan, White Field Road, Whitefield, Bangalore",Visantoe,Yes,No,3.2,8,Whitefield,Fast Food,200.0,Delivery
50519,"Coconut Garden Layout, Kodigehalli Main Road, KR Puram, Bangalore",Arusuvai D' Kitchen,Yes,No,3.7,26,KR Puram,"South Indian, Biryani, Chettinad, Juices",175.0,Delivery
50520,"2nd Floor, Iona, Virginia Mall, Whitefield Main Road, Whitefield, Bangalore",Izakaya Gastro Pub,Yes,Yes,3.8,128,Whitefield,"North Indian, Continental, Mediterranean",600.0,Delivery
50521,"1st Floor, Ascendas Park Square, Whitefield Road, International Tech Park, Whitefield, Bangalore",UBQ by Barbeque Nation,Yes,No,3.6,17,Whitefield,"North Indian, BBQ, Biryani, Kebab",225.0,Delivery
50522,"45, Plot 95, Opposite BMTC Bus Stand, Vydehi Hospital Circle, Whitefield, Bangalore",Pulla Reddy Sweets,No,No,3.7,29,Whitefield,Mithai,125.0,Delivery
50523,"Beside Reliance Fresh, Whitefield Main Road, Bangalore, Whitefield, Bangalore",Punjabi Kitchen,Yes,No,3.6,205,Whitefield,"Chinese, North Indian",200.0,Delivery
50524,"Near Hoodi Circle, Whitefield, Bangalore",Kamat Yatrinivas,No,No,3.0,241,Whitefield,"North Indian, South Indian, Chinese",250.0,Delivery
50525,"33, Sundari Armadale, Whitefield Main Road, Adjacent to Forum Value Mall, Varthur Kodi, Whitefield, Bangalore",Sorse,Yes,Yes,4.1,982,Whitefield,"Bengali, Seafood",375.0,Delivery
50526,"12, 1st Floor, NS Complex, Kundalahalli Gate,, Bangalore",The Combo House,Yes,No,3.3,8,Marathahalli,"Fast Food, North Indian, Chinese, Biryani",250.0,Delivery
50527,"211, AKG Colony, 1st Main Cross, Opp MVJ College, Kadugodi, Whitefield, Bangalore",Spicy Andhra,Yes,No,3.2,4,Whitefield,"Andhra, Chinese, North Indian",250.0,Delivery
50528,"8, Near GR Tech Park, ECC Road, Whitefield, Bangalore",Expresso Restaurant,Yes,No,3.5,6,Whitefield,"Fast Food, Beverages",200.0,Delivery
50529,"Varthur Main Road, Whitefield, Bangalore",Cafe Noir,Yes,No,3.4,5,Whitefield,"European, French, Salad",750.0,Delivery
50530,"Level 1, Inorbit Mall, Plot 75, EPIP Area, Whitefield, Bangalore",The Square Table,Yes,Yes,4.2,584,Whitefield,"North Indian, Maharashtrian, South Indian",500.0,Delivery
50531,"120-A2, First Floor, EPIP Area, Whitefield, Bangalore",Hyderabad Chefs,Yes,No,4.0,277,Whitefield,"Hyderabadi, Andhra, North Indian, Chinese, South Indian",400.0,Delivery
50535,"5/2A, Jagrithi, Ramagondanahalli, Whitefield, Bangalore",The Fat Chef,Yes,Yes,4.1,1755,Whitefield,"Japanese, Italian, American, Asian, North Indian, Steak",700.0,Delivery
50536,"Kitchens, Trifecta Adatto, 21, ITPB Main Road, Garudachar Palya, Mahadevapura, Whitefield, Bangalore",Dande Hyderabad Biryani,Yes,No,3.4,6,Whitefield,"Biryani, Andhra, North Indian",250.0,Delivery
50537,"54, Ground Floor, The Planet, Opposite Hindustan Unilever, Whitefield, Bangalore",Rolls On Wheels,No,No,3.1,76,Whitefield,"Fast Food, Rolls, Momos",150.0,Delivery
50538,"710, Thubarahalli, Varthur Main Road, Whitefield, Bangalore",SGS Non Veg - Gundu Pulav,Yes,No,3.7,12,"Varthur Main Road, Whitefield",South Indian,150.0,Delivery
50539,"579, Ground Floor, C Block AECS Layout, Kundalahalli, Brookefield, Bangalore",South House,Yes,No,4.2,120,Brookefield,"South Indian, Biryani",400.0,Delivery
50540,"21/28, Radhakrishna Nilaya, Opp SEA Institutions, Ayappa Nagar, KR Puram, Bangalore",Dhruva's Munch & Sip,No,No,0.0,0,KR Puram,"Fast Food, Chinese",100.0,Delivery
50541,"107, Praveen Transport Complex, Near ITPL Gate 3, Pattandur Agrahara, Whitefield, Bangalore",Alpha - House of Biryani & Tandoor,Yes,No,3.5,395,Whitefield,"Biryani, North Indian, Chinese",400.0,Delivery
50543,"Near Thubarahalli Bus Stop, Inside Gurukul Compound, Thubarahalli, Whitefield, Bangalore",Kapoor's Cafe,No,No,4.2,3021,Whitefield,North Indian,400.0,Delivery
50544,"4, Varthur Main Road, Oppsite D Mart, Siddapura, Whitefield, Bangalore",Kabab Mirchi,No,No,3.5,46,Whitefield,"North Indian, Mughlai, Chinese",175.0,Delivery
50545,"4th Floor, Food Court, Ascendas Park Square, Whitefield, Bangalore, ITPL Main Road, Whitefield, Bangalore",Shaan-E-Punjab,Yes,No,2.9,84,"ITPL Main Road, Whitefield",North Indian,250.0,Delivery
50547,"Shop 1 & 2, ECC Road, Behind IDBI Bank, Near GR Tech Park",Nandi Mess - Feel Like Mom's,Yes,No,3.7,31,Whitefield,South Indian,125.0,Delivery
50548,"40 Heights, Doddenekundi Industrial Area, Whitefield, Bangalore",Lucky Singh & Co,No,No,4.0,38,Whitefield,"Fast Food, North Indian, Rolls",175.0,Delivery
50550,"Parveen Transport complex, Pathandur agrahara Near ITPL back Gate 3, Whitefield, Bangalore",Hyderabad Biryani,Yes,No,3.2,4,Whitefield,Biryani,150.0,Delivery
50551,"3rd Floor,Forum Neighborhood Mall, Varthur Main Road, Whitefield",Cheers Life,No,No,3.4,4,"Varthur Main Road, Whitefield","Beverages, Juices",150.0,Delivery
50552,"2nd Cross, AKG Colony, Opposite MVJ College, Channasandra Main Road, Kadugudi Post, Whitefield, Bangalore",SV Restaurant,Yes,No,3.1,8,Whitefield,"Andhra, North Indian, Chinese, Biryani",275.0,Delivery
50553,"1002, Hoodi Circle, Nagapa Layout, Mahadevapura, Whitefield, Bangalore",Nisarga Restaurant,Yes,No,3.4,6,Whitefield,"North Indian, Chinese",150.0,Delivery
50554,"FB 10, 3rd Floor, VR Bangalore, Mahadevapura, Whitefield, Bangalore",Dhadoom,No,No,0.0,0,Whitefield,"Italian, Mexican, Burger, Fast Food",225.0,Delivery
50555,"Near Sai Garden, Haskote Main Road, Kadugodi, Whitefield, Bangalore",Delhi Mahal,Yes,No,3.1,114,Whitefield,"North Indian, Mughlai, Chinese",200.0,Delivery
50557,"76, 6th Cross, Saraswati Nagar, Near Maheshwaramma Temple, Mahadevpura, Whitefield, Bangalore",Metrolicious,Yes,No,3.5,38,Whitefield,"North Indian, Chinese, Biryani",200.0,Delivery
50558,"Near Florence School, BasavannaNagar, Hoodi, Whitefield, Bangalore",Apna Hotel,Yes,No,3.5,26,Whitefield,"North Indian, Hyderabadi",150.0,Delivery
50560,"Near Andhra Bank, Nallurahalli Circle, Opposite Whitefield Market, Whitefield, Bangalore",Tanuja Home Food,Yes,No,3.1,18,Whitefield,North Indian,150.0,Delivery
50562,"1st Floor, Food Court, Inorbit Mall, 8th Road, KIADB Industrual Area, EPIP Zone, Whitefield, Bangalore",California Burrito,No,No,3.9,122,Whitefield,"Mexican, Fast Food",200.0,Delivery
50563,"14, ECC Road, Near GR Tech Park, Whitefield, Bangalore",New Paratha Corner,Yes,No,3.9,176,Whitefield,North Indian,175.0,Delivery
50564,"1st Floor, Santosh Tower, 3rd Road, EPIP Industrial Area, Phase 1, Hoodi Village, Whitefield, Bangalore",Salt Mango Tree,Yes,No,4.2,523,Whitefield,Kerala,500.0,Delivery
50565,"1st Floor, Phoenix Market City Mall, Whitefield, Bangalore",Noodle Bar,No,Yes,4.0,1070,Whitefield,"Chinese, Momos",700.0,Delivery
50567,"Floor 2, Eminence Signature Towers, Survey 220 B, ITPL Main Road, Whitefield, Bangalore",The Andhra Bhojanam,Yes,No,3.3,7,"ITPL Main Road, Whitefield",South Indian,150.0,Delivery
50568,"140, Pantdur Agrahara, Near ITPL Backgate, Next to Surya Home PG, Whitefield, Bangalore",Desi Khana,Yes,No,3.3,10,Whitefield,"North Indian, Chinese",150.0,Delivery
50570,"No. 81/1, 8/2, Church Road, Behind Reliance Fresh, Whitefield, Banglore",King Of Spices,Yes,No,3.7,30,Whitefield,"South Indian, North Indian, Chinese, Biryani, Beverages",250.0,Delivery
50571,"176, Thubarahalli, Near Kundalahalli Gate, Whitefield, Bangalore",Temptation,Yes,No,0.0,0,Whitefield,North Indian,250.0,Delivery
50572,"107/P4, Pattandur Agrahara Village, Near ITPL Back Gate 3, Whitefield, Bangalore",Hasee-E-Shan Makers Of Biryani,Yes,No,3.5,16,Whitefield,"Biryani, Mughlai, North Indian",250.0,Delivery
50573,"17, Green Park Avenue, Opposite Yamaha Showroom, Whitefield, Bangalore",Orzuv,Yes,Yes,3.7,837,Whitefield,"Kashmiri, Cafe",550.0,Delivery
50575,"ECC Road, Opposite Gopalan Atlantis, Prithvi Layout, Whitefield, Bangalore",Picnik,Yes,No,0.0,0,Whitefield,"North Indian, Street Food, Beverages",150.0,Delivery
50576,"Road Number 2, Vijayanagar, KIADB Export Promotion Industrial Area, Whitefield, Bangalore",Sizzles,No,No,3.5,11,Whitefield,"North Indian, Chinese, Continental",400.0,Delivery
50577,"601, 3rd Floor, C Block, AECS Layout, Brookefield, Bangalore",Chulha Chauki Da Dhaba,Yes,No,4.2,2283,Brookefield,North Indian,400.0,Delivery
50578,"82/7, GN Plaza, Opposite Sterling Villa Grand, Sigehalli, Kadugodi, Whitefield, Bangalore",Curries And Pickles,Yes,No,3.1,4,Whitefield,"Andhra, North Indian, Biryani",125.0,Delivery
50579,"1, BVG Complex, Patel Layout, Balagere Road, Opposite Varthur Police station, Whitefield, Bangalore",Biryani House,No,No,3.6,14,Whitefield,"Biryani, North Indian",225.0,Delivery
50580,"107/P4, Ground Floor, Pattandur Agrahara, Whitefield, Bangalore",A Southern Fair,Yes,No,3.0,19,Whitefield,"Biryani, Seafood, South Indian",375.0,Delivery
50581,"Bmk Complex, Sri Laxmi Vekateswar Nilaya, Ihmmadhalli Main Road, Beside Miami Super Market, Whitefield, Bangalore",Chacha Ka Dhaba,No,No,0.0,0,Whitefield,"North Indian, Chinese",200.0,Delivery
50582,"51, Varthur Road, Opposite Sigma Tech Park, Whitefield, Bangalore",Kshatriya's Kitchen,Yes,No,3.7,55,Whitefield,"Andhra, South Indian",150.0,Delivery
50583,"273, Whitefield Main Road, Towards Hope Farm, Whitefield, Bangalore",Calvin's,No,No,3.9,299,Whitefield,Desserts,300.0,Delivery
50584,"Near FCI Water Tank, Kadugodi Colony, Whitefield, Bangalore",Maggie Point,No,No,0.0,0,Whitefield,"North Indian, Chinese",150.0,Delivery
50585,"125/5, Behind ITPL, Pattandur Agrahara, Whitefield, Bangalore",Kidilum,Yes,No,3.8,210,Whitefield,"Kerala, Chinese, North Indian",175.0,Delivery
50587,"Hoodi Main Road, Ayyappa Nagar, Near Hoodi Fly Over, Whitefield, Bangalore",Punjab Junction,Yes,No,3.2,31,Whitefield,North Indian,175.0,Delivery
50588,"619, 2nd Floor, Whitefield Main Road, Whitefield, Bangalore",Bangalore Mandarin,Yes,No,4.3,782,Whitefield,"Chinese, Seafood",550.0,Delivery
